2024-06-06T17:58:09Z,2024-06-06T17:58:09Z,2406.04320,1,'Chimera: Effectively Modeling Multivariate Time Series with  2-Dimensional State Space Models'
2024-06-06T17:58:00Z,2024-06-06T17:58:00Z,2406.04318,1,'Adaptive Sampling of k-Space in Magnetic Resonance for Rapid Pathology  Prediction'
2024-06-06T17:57:49Z,2024-06-06T17:57:49Z,2406.04317,1,'Regularized KL-Divergence for Well-Defined Function-Space Variational  Inference in Bayesian neural networks'
2024-06-06T17:57:20Z,2024-06-06T17:57:20Z,2406.04316,1,'Omni6DPose: A Benchmark and Model for Universal 6D Object Pose  Estimation and Tracking'
2024-06-06T17:57:09Z,2024-06-06T17:57:09Z,2406.04314,1,'Step-aware Preference Optimization: Aligning Preference with Denoising  Performance at Each Step'
2024-06-06T17:57:04Z,2024-06-06T17:57:04Z,2406.04313,1,'Improving Alignment and Robustness with Short Circuiting'
2024-06-06T17:56:40Z,2024-06-06T17:56:40Z,2406.04312,1,'ReNO: Enhancing One-step Text-to-Image Models through Reward-based Noise  Optimization'
2024-06-06T17:55:34Z,2024-06-06T17:55:34Z,2406.04309,1,'ReFiNe: Recursive Field Networks for Cross-modal Multi-scene  Representation'
2024-06-06T17:55:02Z,2024-06-06T17:55:02Z,2406.04308,1,'Approximation-Aware Bayesian Optimization'
2024-06-06T17:53:34Z,2024-06-06T17:53:34Z,2406.04306,1,'Semantically Diverse Language Generation for Uncertainty Estimation in  Language Models'
2024-06-06T17:49:21Z,2024-06-06T17:49:21Z,2406.04303,1,'Vision-LSTM: xLSTM as Generic Vision Backbone'
2024-06-06T17:48:24Z,2024-06-06T17:48:24Z,2406.04302,1,'Representational Alignment Supports Effective Machine Teaching'
2024-06-06T17:47:48Z,2024-06-06T17:47:48Z,2406.04301,1,'Neural Surface Reconstruction from Sparse Views Using Epipolar Geometry'
2024-06-06T17:47:41Z,2024-06-06T17:47:41Z,2406.04300,1,'Text-to-Drive: Diverse Driving Behavior Synthesis via Large Language  Models'
2024-06-06T17:45:00Z,2024-06-06T17:45:00Z,2406.04299,1,'NoisyGL: A Comprehensive Benchmark for Graph Neural Networks under Label  Noise'
2024-06-06T17:42:37Z,2024-06-06T17:42:37Z,2406.04298,1,'Measuring and Addressing Indexical Bias in Information Retrieval'
2024-06-06T17:39:09Z,2024-06-06T17:39:09Z,2406.04295,1,'Everything to the Synthetic: Diffusion-driven Test-time Adaptation via  Synthetic-Domain Alignment'
2024-06-06T17:37:47Z,2024-06-06T17:37:47Z,2406.04292,1,'VISTA: Visualized Text Embedding For Universal Multi-Modal Retrieval'
2024-06-06T17:37:39Z,2024-06-06T17:37:39Z,2406.04291,1,'Stratified Prediction-Powered Inference for Hybrid Language Model  Evaluation'
2024-06-06T17:34:24Z,2024-06-06T17:34:24Z,2406.04289,1,'What Languages are Easy to Language-Model? A Perspective from Learning  Probabilistic Regular Languages'
2024-06-06T17:33:23Z,2024-06-06T17:33:23Z,2406.04287,1,'SpectralZoom: Efficient Segmentation with an Adaptive Hyperspectral  Camera'
2024-06-06T17:29:57Z,2024-06-06T17:29:57Z,2406.04286,1,'ABEX: Data Augmentation for Low-Resource NLU via Expanding Abstract  Descriptions'
2024-06-06T17:28:56Z,2024-06-06T17:28:56Z,2406.04284,1,'What is Dataset Distillation Learning?'
2024-06-06T17:26:40Z,2024-06-06T17:26:40Z,2406.04280,1,'xMIL: Insightful Explanations for Multiple Instance Learning in  Histopathology'
2024-06-06T17:26:00Z,2024-06-06T17:26:00Z,2406.04278,1,'Characterizing Similarities and Divergences in Conversational Tones in  Humans and LLMs by Sampling with People'
2024-06-06T17:25:33Z,2024-06-06T17:25:33Z,2406.04277,1,'VideoTetris: Towards Compositional Text-to-Video Generation'
2024-06-06T17:25:07Z,2024-06-06T17:25:07Z,2406.04276,1,'Generative AI-in-the-loop: Integrating LLMs and GPTs into the Next  Generation Networks'
2024-06-06T17:23:49Z,2024-06-06T17:23:49Z,2406.04274,1,'Self-Play with Adversarial Critic: Provable and Scalable Offline  Alignment for Language Models'
2024-06-06T17:23:05Z,2024-06-06T17:23:05Z,2406.04273,1,'ELFS: Enhancing Label-Free Coreset Selection via Clustering-based  Pseudo-Labeling'
2024-06-06T17:22:08Z,2024-06-06T17:22:08Z,2406.04271,1,'Buffer of Thoughts: Thought-Augmented Reasoning with Large Language  Models'
2024-06-06T17:15:02Z,2024-06-06T17:15:02Z,2406.04268,1,'Open-Endedness is Essential for Artificial Superhuman Intelligence'
2024-06-06T17:14:44Z,2024-06-06T17:14:44Z,2406.04267,1,'Transformers need glasses! Information over-squashing in language tasks'
2024-06-06T17:09:32Z,2024-06-06T17:09:32Z,2406.04264,1,'MLVU: A Comprehensive Benchmark for Multi-Task Long Video Understanding'
2024-06-06T17:05:09Z,2024-06-06T17:05:09Z,2406.04261,1,"'Simulating, Fast and Slow: Learning Policies for Black-Box Optimization'"
2024-06-06T17:03:51Z,2024-06-06T17:03:51Z,2406.04257,1,'Data Measurements for Decentralized Data Markets'
2024-06-06T17:00:10Z,2024-06-06T17:00:10Z,2406.04254,1,'GeoGen: Geometry-Aware Generative Modeling via Signed Distance Functions'
2024-06-06T16:58:00Z,2024-06-06T16:58:00Z,2406.04253,1,'A Survey on 3D Human Avatar Modeling -- From Reconstruction to  Generation'
2024-06-06T16:55:07Z,2024-06-06T16:55:07Z,2406.04251,1,'Localized Gaussian Point Management'
2024-06-06T16:54:20Z,2024-06-06T16:54:20Z,2406.04250,1,'Online learning of quantum processes'
2024-06-06T16:52:42Z,2024-06-06T16:52:42Z,2406.04249,1,'Conv-INR: Convolutional Implicit Neural Representation for Multimodal  Visual Signals'
2024-06-06T16:44:08Z,2024-06-06T16:44:08Z,2406.04245,1,'Online learning of a panoply of quantum objects'
2024-06-06T16:41:39Z,2024-06-06T16:41:39Z,2406.04244,1,'Benchmark Data Contamination of Large Language Models: A Survey'
2024-06-06T16:39:00Z,2024-06-06T16:39:00Z,2406.04240,1,'Hypernetworks for Personalizing ASR to Atypical Speech'
2024-06-06T16:38:53Z,2024-06-06T16:38:53Z,2406.04239,1,'Solving Inverse Problems in Protein Space Using Diffusion-Based Priors'
2024-06-06T16:35:36Z,2024-06-06T16:35:36Z,2406.04236,1,'Understanding Information Storage and Transfer in Multi-modal Large  Language Models'
2024-06-06T16:35:27Z,2024-06-06T16:35:27Z,2406.04235,1,'Toward Artificial Open-Ended Evolution within Lenia using  Quality-Diversity'
2024-06-06T16:31:47Z,2024-06-06T16:31:47Z,2406.04233,1,'FairytaleQA Translated: Enabling Educational Question and Answer  Generation in Less-Resourced Languages'
2024-06-06T16:31:22Z,2024-06-06T16:31:22Z,2406.04231,1,'Quantifying Misalignment Between Agents'
2024-06-06T16:30:41Z,2024-06-06T16:30:41Z,2406.04230,1,"'M3LEO: A Multi-Modal, Multi-Label Earth Observation Dataset Integrating  Interferometric SAR and RGB Data'"
2024-06-06T16:29:25Z,2024-06-06T16:29:25Z,2406.04229,1,'The CLRS-Text Algorithmic Reasoning Language Benchmark'
2024-06-06T16:28:04Z,2024-06-06T16:28:04Z,2406.04227,1,'R-CONV: An Analytical Approach for Efficient Data Reconstruction via  Convolutional Gradients'
2024-06-06T16:20:07Z,2024-06-06T16:20:07Z,2406.04221,1,'Matching Anything by Segmenting Anything'
2024-06-06T16:18:30Z,2024-06-06T16:18:30Z,2406.04220,1,'BEADs: Bias Evaluation Across Domains'
2024-06-06T16:18:20Z,2024-06-06T16:18:20Z,2406.04219,1,"'Multi-Agent Imitation Learning: Value is Easy, Regret is Hard'"
2024-06-06T16:18:02Z,2024-06-06T16:18:02Z,2406.04218,1,'Rethinking LLM and Linguistic Steganalysis: An Efficient Detection of  Strongly Concealed Stego'
2024-06-06T16:15:34Z,2024-06-06T16:15:34Z,2406.04216,1,'What Do Language Models Learn in Context? The Structured Task Hypothesis'
2024-06-06T16:14:54Z,2024-06-06T16:14:54Z,2406.04215,1,'mCSQA: Multilingual Commonsense Reasoning Dataset with Unified Creation  Strategy by Language Models and Humans'
2024-06-06T16:14:16Z,2024-06-06T16:14:16Z,2406.04214,1,'ValueBench: Towards Comprehensively Evaluating Value Orientations and  Understanding of Large Language Models'
2024-06-06T16:05:45Z,2024-06-06T16:05:45Z,2406.04208,1,'Aligning Agents like Large Language Models'
2024-06-06T16:04:30Z,2024-06-06T16:04:30Z,2406.04207,1,'CDMamba: Remote Sensing Image Change Detection with Mamba'
2024-06-06T16:04:06Z,2024-06-06T16:04:06Z,2406.04206,1,'Diffusion-based image inpainting with internal learning'
2024-06-06T16:00:20Z,2024-06-06T16:00:20Z,2406.04202,1,'Legal Documents Drafting with Fine-Tuned Pre-Trained Large Language  Model'
2024-06-06T15:59:17Z,2024-06-06T15:59:17Z,2406.04201,1,'Towards Principled Superhuman AI for Multiplayer Symmetric Games'
2024-06-06T15:55:53Z,2024-06-06T15:55:53Z,2406.04197,1,'DICE: Detecting In-distribution Contamination in LLMs Fine-tuning Phase  for Math Reasoning'
2024-06-06T15:40:29Z,2024-06-06T15:40:29Z,2406.04184,1,'Shield Synthesis for LTL Modulo Theories'
2024-06-06T15:35:41Z,2024-06-06T15:35:41Z,2406.04178,1,'Encoding Semantic Priors into the Weights of Implicit Neural  Representation'
2024-06-06T15:35:25Z,2024-06-06T15:35:25Z,2406.04177,1,'A Voxel-based Approach for Simulating Microbial Decomposition in Soil:  Comparison with LBM and Improvement of Morphological Models'
2024-06-06T15:32:29Z,2024-06-06T15:32:29Z,2406.04175,1,'Confabulation: The Surprising Value of Large Language Model  Hallucinations'
2024-06-06T15:27:52Z,2024-06-06T15:27:52Z,2406.04170,1,'Element-wise Multiplication Based Physics-informed Neural Networks'
2024-06-06T15:22:33Z,2024-06-06T15:22:33Z,2406.04165,1,'Repurposing Language Models into Embedding Models: Finding the  Compute-Optimal Recipe'
2024-06-06T15:20:37Z,2024-06-06T15:20:37Z,2406.04163,1,'Essentially Sharp Estimates on the Entropy Regularization Error in  Discrete Discounted Markov Decision Processes'
2024-06-06T15:19:15Z,2024-06-06T15:19:15Z,2406.04159,1,'MARLander: A Local Path Planning for Drone Swarms using Multiagent Deep  Reinforcement Learning'
2024-06-06T15:18:59Z,2024-06-06T15:18:59Z,2406.04158,1,'Sparse Multi-baseline SAR Cross-modal 3D Reconstruction of Vehicle  Targets'
2024-06-06T15:17:51Z,2024-06-06T15:17:51Z,2406.04156,1,'Pointer-Guided Pre-Training: Infusing Large Language Models with  Paragraph-Level Contextual Awareness'
2024-06-06T15:17:33Z,2024-06-06T15:17:33Z,2406.04155,1,'Improving Physics-Augmented Continuum Neural Radiance Field-Based  Geometry-Agnostic System Identification with Lagrangian Particle Optimization'
2024-06-06T15:17:00Z,2024-06-06T15:17:00Z,2406.04153,1,'Learned Feature Importance Scores for Automated Feature Engineering'
2024-06-06T15:15:41Z,2024-06-06T15:15:41Z,2406.04151,1,'AgentGym: Evolving Large Language Model-based Agents across Diverse  Environments'
2024-06-06T15:13:56Z,2024-06-06T15:13:56Z,2406.04149,1,'Characterizing segregation in blast rock piles a deep-learning approach  leveraging aerial image analysis'
2024-06-06T15:13:48Z,2024-06-06T15:13:48Z,2406.04148,1,'Fast Redescription Mining Using Locality-Sensitive Hashing'
2024-06-06T15:11:11Z,2024-06-06T15:11:11Z,2406.04146,1,'Towards Understanding Task-agnostic Debiasing Through the Lenses of  Intrinsic Bias and Forgetfulness'
2024-06-06T15:10:27Z,2024-06-06T15:10:27Z,2406.04145,1,'Every Answer Matters: Evaluating Commonsense with Probabilistic Measures'
2024-06-06T15:08:41Z,2024-06-06T15:08:41Z,2406.04144,1,'Redundancy-aware Action Spaces for Robot Learning'
2024-06-06T15:08:16Z,2024-06-06T15:08:16Z,2406.04143,1,'Do Language Models Understand Morality? Towards a Robust Detection of  Moral Content'
2024-06-06T15:08:06Z,2024-06-06T15:08:06Z,2406.04142,1,'Stochastic Polyak Step-sizes and Momentum: Convergence Guarantees and  Practical Performance'
2024-06-06T14:59:39Z,2024-06-06T14:59:39Z,2406.04138,1,'The 3D-PC: a benchmark for visual perspective taking in humans and  machines'
2024-06-06T14:57:52Z,2024-06-06T14:57:52Z,2406.04137,1,'Optimal Batched Linear Bandits'
2024-06-06T14:57:48Z,2024-06-06T14:57:48Z,2406.04136,1,'Legal Judgment Reimagined: PredEx and the Rise of Intelligent AI  Interpretation in Indian Courts'
2024-06-06T14:50:15Z,2024-06-06T14:50:15Z,2406.04129,1,'LenslessFace: An End-to-End Optimized Lensless System for  Privacy-Preserving Face Verification'
2024-06-06T14:49:06Z,2024-06-06T14:49:06Z,2406.04127,1,'Are We Done with MMLU?'
2024-06-06T14:36:07Z,2024-06-06T14:36:07Z,2406.04116,1,'Promoting Fairness and Diversity in Speech Datasets for Mental Health  and Neurological Disorders Research'
2024-06-06T14:36:02Z,2024-06-06T14:36:02Z,2406.04115,1,'Global Parameterization-based Texture Space Optimization'
2024-06-06T14:30:59Z,2024-06-06T14:30:59Z,2406.04113,1,'Uncovering Limitations of Large Language Models in Information Seeking  from Tables'
2024-06-06T14:29:49Z,2024-06-06T14:29:49Z,2406.04112,1,'Compressible Dynamics in Deep Overparameterized Low-Rank Learning &  Adaptation'
2024-06-06T14:28:43Z,2024-06-06T14:28:43Z,2406.04111,1,'UrbanSARFloods: Sentinel-1 SLC-Based Benchmark Dataset for Urban and  Open-Area Flood Mapping'
2024-06-06T14:26:35Z,2024-06-06T14:26:35Z,2406.04109,1,'Intention and Face in Dialog'
2024-06-06T14:23:10Z,2024-06-06T14:23:10Z,2406.04106,1,'Explainability and Hate Speech: Structured Explanations Make Social  Media Moderators Faster'
2024-06-06T14:21:15Z,2024-06-06T14:21:15Z,2406.04105,1,'From Tissue Plane to Organ World: A Benchmark Dataset for Multimodal  Biomedical Image Registration using Deep Co-Attention Networks'
2024-06-06T14:20:21Z,2024-06-06T14:20:21Z,2406.04103,1,'Multistep Distillation of Diffusion Models via Moment Matching'
2024-06-06T14:16:03Z,2024-06-06T14:16:03Z,2406.04101,1,'How Far Can We Compress Instant-NGP-Based NeRF?'
2024-06-06T14:15:15Z,2024-06-06T14:15:15Z,2406.04100,1,'Class-Aware Cartilage Segmentation for Autonomous US-CT Registration in  Robotic Intercostal Ultrasound Imaging'
2024-06-06T14:15:12Z,2024-06-06T14:15:12Z,2406.04099,1,'Enhancing Weather Predictions: Super-Resolution via Deep Diffusion  Models'
2024-06-06T14:13:38Z,2024-06-06T14:13:38Z,2406.04098,1,'A Large-Scale Neutral Comparison Study of Survival Models on  Low-Dimensional Data'
2024-06-06T14:11:09Z,2024-06-06T14:11:09Z,2406.04094,1,'Data-driven Explainable Controller for Soft Robots based on Recurrent  Neural Networks'
2024-06-06T14:10:12Z,2024-06-06T14:10:12Z,2406.04093,1,'Scaling and evaluating sparse autoencoders'
2024-06-06T14:01:28Z,2024-06-06T14:01:28Z,2406.04090,1,'Interpretable Lightweight Transformer via Unrolling of Learned Graph  Smoothness Priors'
2024-06-06T13:59:51Z,2024-06-06T13:59:51Z,2406.04089,1,'On Limitation of Transformer for Learning HMMs'
2024-06-06T13:58:41Z,2024-06-06T13:58:41Z,2406.04088,1,'Deterministic Uncertainty Propagation for Improved Model-Based Offline  Reinforcement Learning'
2024-06-06T13:57:05Z,2024-06-06T13:57:05Z,2406.04086,1,'A Survey of Language-Based Communication in Robotics'
2024-06-06T13:51:44Z,2024-06-06T13:51:44Z,2406.04082,1,'Leveraging automatic strategy discovery to teach people how to select  better projects'
2024-06-06T13:51:39Z,2024-06-06T13:51:39Z,2406.04081,1,'Bootstrapping Expectiles in Reinforcement Learning'
2024-06-06T13:36:41Z,2024-06-06T13:36:41Z,2406.04071,1,'Dynamic angular synchronization under smoothness constraints'
2024-06-06T13:34:43Z,2024-06-06T13:34:43Z,2406.04070,1,'Batch-in-Batch: a new adversarial training framework for initial  perturbation and sample selection'
2024-06-06T13:33:45Z,2024-06-06T13:33:45Z,2406.04068,1,'Reassessing How to Compare and Improve the Calibration of Machine  Learning Models'
2024-06-06T13:32:09Z,2024-06-06T13:32:09Z,2406.04064,1,"'Ask LLMs Directly, What shapes your bias?: Measuring Social Bias in  Large Language Models'"
2024-06-06T13:25:14Z,2024-06-06T13:25:14Z,2406.04056,1,"'Bisimulation Metrics are Optimal Transport Distances, and Can be  Computed Efficiently'"
2024-06-06T13:21:28Z,2024-06-06T13:21:28Z,2406.04055,1,'Leveraging SPD Matrices on Riemannian Manifolds in Quantum Classical  Hybrid Models for Structural Health Monitoring'
2024-06-06T13:17:44Z,2024-06-06T13:17:44Z,2406.04052,1,'Multivector Neurons: Better and Faster O(n)-Equivariant Clifford Graph  Neural Networks'
2024-06-06T13:17:24Z,2024-06-06T13:17:24Z,2406.04050,1,'Semmeldetector: Application of Machine Learning in Commercial Bakeries'
2024-06-06T13:15:37Z,2024-06-06T13:15:37Z,2406.04046,1,'ActionReasoningBench: Reasoning about Actions with and without  Ramification Constraints'
2024-06-06T13:15:37Z,2024-06-06T13:15:37Z,2406.04047,1,'Slicing Mutual Information Generalization Bounds for Neural Networks'
2024-06-06T13:13:29Z,2024-06-06T13:13:29Z,2406.04043,1,'Energy-based Epistemic Uncertainty for Graph Neural Networks'
2024-06-06T13:10:37Z,2024-06-06T13:10:37Z,2406.04041,1,'Linear Opinion Pooling for Uncertainty Quantification on Graphs'
2024-06-06T13:05:32Z,2024-06-06T13:05:32Z,2406.04039,1,'Shaping History: Advanced Machine Learning Techniques for the Analysis  and Dating of Cuneiform Tablets over Three Millennia'
2024-06-06T13:04:43Z,2024-06-06T13:04:43Z,2406.04038,1,'Road Network Representation Learning with the Third Law of Geography'
2024-06-06T13:03:51Z,2024-06-06T13:03:51Z,2406.04035,1,'Spatio-temporal Early Prediction based on Multi-objective Reinforcement  Learning'
2024-06-06T13:02:00Z,2024-06-06T13:02:00Z,2406.04032,1,'Zero-Painter: Training-Free Layout Control for Text-to-Image Synthesis'
2024-06-06T13:00:42Z,2024-06-06T13:00:42Z,2406.04031,1,'Jailbreak Vision Language Models via Bi-Modal Adversarial Prompt'
2024-06-06T12:59:46Z,2024-06-06T12:59:46Z,2406.04029,1,'Pre-trained Transformer Uncovers Meaningful Patterns in Human Mobility  Data'
2024-06-06T12:57:31Z,2024-06-06T12:57:31Z,2406.04028,1,'Contrastive Sparse Autoencoders for Interpreting Planning of  Chess-Playing Agents'
2024-06-06T12:51:14Z,2024-06-06T12:51:14Z,2406.04025,1,'The syntax-semantics interface in a childs path: A study of 3- to  11-year-olds elicited production of Mandarin recursive relative clauses'
2024-06-06T12:46:21Z,2024-06-06T12:46:21Z,2406.04024,1,'American Sign Language Handshapes Reflect Pressures for Communicative  Efficiency'
2024-06-06T12:38:59Z,2024-06-06T12:38:59Z,2406.04012,1,"'Variational inference, Mixture of Gaussians, Bayesian Machine Learning'"
2024-06-06T12:26:14Z,2024-06-06T12:26:14Z,2406.04004,1,'T-Count Optimizing Genetic Algorithm for Quantum State Preparation'
2024-06-06T12:22:56Z,2024-06-06T12:22:56Z,2406.04002,1,'3rd Place Solution for PVUW Challenge 2024: Video Panoptic Segmentation'
2024-06-06T12:17:57Z,2024-06-06T12:17:57Z,2406.03999,1,'Unveiling the Dynamics of Information Interplay in Supervised Learning'
2024-06-06T12:17:05Z,2024-06-06T12:17:05Z,2406.03997,1,'HackAtari: Atari Learning Environments for Robust and Continual  Reinforcement Learning'
2024-06-06T12:15:51Z,2024-06-06T12:15:51Z,2406.03995,1,'AC4MPC: Actor-Critic Reinforcement Learning for Nonlinear Model  Predictive Control'
2024-06-06T12:08:43Z,2024-06-06T12:08:43Z,2406.03993,1,'Assessing LLMs for Zero-shot Abstractive Summarization Through the Lens  of Relevance Paraphrasing'
2024-06-06T12:00:41Z,2024-06-06T12:00:41Z,2406.03986,1,'On The Persona-based Summarization of Domain-Specific Documents'
2024-06-06T11:57:25Z,2024-06-06T11:57:25Z,2406.03984,1,'LNQ Challenge 2023: Learning Mediastinal Lymph Node Segmentation with a  Probabilistic Lymph Node Atlas'
2024-06-06T11:51:12Z,2024-06-06T11:51:12Z,2406.03980,1,'Position: Embracing Negative Results in Machine Learning'
2024-06-06T11:42:33Z,2024-06-06T11:42:33Z,2406.03978,1,'Mini Honor of Kings: A Lightweight Environment for Multi-Agent  Reinforcement Learning'
2024-06-06T11:14:27Z,2024-06-06T11:14:27Z,2406.03963,1,'A + B: A General Generator-Reader Framework for Optimizing LLMs to  Unleash Synergy Potential'
2024-06-06T11:13:44Z,2024-06-06T11:13:44Z,2406.03961,1,'LDM-RSIC: Exploring Distortion Prior with Latent Diffusion Models for  Remote Sensing Image Compression'
2024-06-06T11:05:49Z,2024-06-06T11:05:49Z,2406.03958,1,'Haptic in-sensor computing device made of carbon  nanotube-polydimethylsiloxane nanocomposites'
2024-06-06T10:54:44Z,2024-06-06T10:54:44Z,2406.03953,1,'Tox-BART: Leveraging Toxicity Attributes for Explanation Generation of  Implicit Hate Speech'
2024-06-06T10:50:26Z,2024-06-06T10:50:26Z,2406.03949,1,'UltraMedical: Building Specialized Generalists in Biomedicine'
2024-06-06T10:46:51Z,2024-06-06T10:46:51Z,2406.03947,1,'Weight-based Decomposition: A Case for Bilinear MLPs'
2024-06-06T10:45:19Z,2024-06-06T10:45:19Z,2406.03946,1,'A Probabilistic Approach to Learning the Degree of Equivariance in  Steerable CNNs'
2024-06-06T10:38:01Z,2024-06-06T10:38:01Z,2406.03944,1,'Provably Neural Active Learning Succeeds via Prioritizing Perplexing  Samples'
2024-06-06T10:17:51Z,2024-06-06T10:17:51Z,2406.03932,1,'Breeding Programs Optimization with Reinforcement Learning'
2024-06-06T10:16:43Z,2024-06-06T10:16:43Z,2406.03930,1,'Culturally Aware and Adapted NLP: A Taxonomy and a Survey of the State  of the Art'
2024-06-06T10:06:27Z,2024-06-06T10:06:27Z,2406.03924,1,'Statistical Multicriteria Benchmarking via the GSD-Front'
2024-06-06T10:04:53Z,2024-06-06T10:04:53Z,2406.03923,1,'Latent Neural Operator for Solving Forward and Inverse PDE Problems'
2024-06-06T10:02:49Z,2024-06-06T10:02:49Z,2406.03920,1,'Towards Physically Consistent Deep Learning For Climate Model  Parameterizations'
2024-06-06T10:02:06Z,2024-06-06T10:02:06Z,2406.03919,1,'Vectorized Conditional Neural Fields: A Framework for Solving  Time-dependent Parametric Partial Differential Equations'
2024-06-06T09:57:56Z,2024-06-06T09:57:56Z,2406.03917,1,'Frequency-based Matcher for Long-tailed Semantic Segmentation'
2024-06-06T09:56:49Z,2024-06-06T09:56:49Z,2406.03916,1,'ArMeme: Propagandistic Content in Arabic Memes'
2024-06-06T09:52:56Z,2024-06-06T09:52:56Z,2406.03914,1,'Neuro-Symbolic Temporal Point Processes'
2024-06-06T09:51:30Z,2024-06-06T09:51:30Z,2406.03912,1,'GenSafe: A Generalizable Safety Enhancer for Safe Reinforcement Learning  Algorithms Based on Reduced Order Markov Decision Process Model'
2024-06-06T09:41:39Z,2024-06-06T09:41:39Z,2406.03907,1,'Exploring the Zero-Shot Capabilities of Vision-Language Models for  Improving Gaze Following'
2024-06-06T09:38:06Z,2024-06-06T09:38:06Z,2406.03903,1,'Data-Centric Label Smoothing for Explainable Glaucoma Screening from Eye  Fundus Images'
2024-06-06T09:37:56Z,2024-06-06T09:37:56Z,2406.03902,1,'C^2RV: Cross-Regional and Cross-View Learning for Sparse-View CBCT  Reconstruction'
2024-06-06T09:37:46Z,2024-06-06T09:37:46Z,2406.03901,1,'Polyp and Surgical Instrument Segmentation with Double Encoder-Decoder  Networks'
2024-06-06T09:36:14Z,2024-06-06T09:36:14Z,2406.03897,1,'HeSum: a Novel Dataset for Abstractive Text Summarization in Hebrew'
2024-06-06T09:36:05Z,2024-06-06T09:36:05Z,2406.03896,1,'Data-driven discovery of self-similarity using neural networks'
2024-06-06T09:29:40Z,2024-06-06T09:29:40Z,2406.03894,1,'Transductive Off-policy Proximal Policy Optimization'
2024-06-06T09:28:08Z,2024-06-06T09:28:08Z,2406.03893,1,'How Good is Zero-Shot MT Evaluation for Low Resource Indian Languages?'
2024-06-06T09:26:48Z,2024-06-06T09:26:48Z,2406.03892,1,'Polyhedral Conic Classifier for CTR Prediction'
2024-06-06T09:26:02Z,2024-06-06T09:26:02Z,2406.03890,1,'Exploring Pessimism and Optimism Dynamics in Deep Reinforcement Learning'
2024-06-06T09:24:21Z,2024-06-06T09:24:21Z,2406.03886,1,'BiomedBench: A benchmark suite of TinyML biomedical applications for  low-power wearables'
